size_bytes,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,ver,cont_rating,prime_genre,size_100kilo_bytes,price_mms,rating_count_mms,user_rating_mms,size_bytes_mms
51230720,5.99,2555,44,4.5,4.0,3.3,4+,Food & Drink,500.3,0.023960958438337534,0.0008253277105711872,0.875,0.012536908024775771
82781184,0.0,481,1,4.5,5.0,7.9,17+,Food & Drink,808.41,0.0,0.00012808548176277898,0.875,0.020375138201306577
185695232,0.0,59255,599,4.5,4.5,4.2017.17212,4+,Productivity,1813.43,0.0,0.019886867909913883,0.875,0.04594255922632035
1196212224,2.99,228,228,4.5,4.5,1.0.4,12+,Games,11681.76,0.011960478419136767,4.303134295442442e-05,0.875,0.29699004875267226
81857536,0.0,437,0,4.5,0.0,7.0.3,4+,Productivity,799.39,0.0,0.00011329345762219556,0.875,0.020145671984071474
76383232,1.99,1156,77,4.0,4.0,2.1,4+,Games,745.93,0.007960318412736509,0.00035500857937400155,0.75,0.01878566489167805
43375753,1.99,475,475,4.5,4.5,1.0.1,4+,Games,423.591337890625,0.007960318412736509,0.00012606838756179035,0.875,0.010585461625285302
178581504,3.99,664,70,4.5,4.5,6.23,4+,Health & Fitness,1743.96,0.01596063842553702,0.00018960685489293264,0.875,0.04417526231819145
81019904,0.0,51330,58,4.5,4.5,5.0,4+,Photo & Video,791.21,0.0,0.017222622652774716,0.875,0.01993757512631281
109940736,0.0,119316,33,4.5,4.0,5.2.3,9+,Music,1073.64,0.0,0.04007831704417705,0.875,0.027122513455992456
174490624,9.99,112,8,4.0,3.0,2.1,4+,Education,1704.01,0.03996159846393856,4.03418840197729e-06,0.75,0.04315894575737744
64406528,0.0,8062,197,4.0,3.5,1.0.5,4+,Education,628.97,0.0,0.002676684004711932,0.75,0.01581023598172043
119231488,0.99,26881,5,4.5,3.5,7.4.3,4+,Games,1164.37,0.003960158406336254,0.009003299966112818,0.875,0.029430658676584585
120187904,0.0,405007,4053,4.5,5.0,7.3.11,4+,Games,1173.71,0.0,0.13612259360661824,0.875,0.029668265602191664
32492544,0.0,623,1,2.5,1.0,4.1.0,17+,Finance,317.31,0.0,0.00017582337785284355,0.375,0.007881694821688002
77778944,0.0,106235,4605,4.5,5.0,6.5.0,4+,Music,759.56,0.0,0.035680715503654974,0.875,0.01913240818889695
84877312,0.0,286,2,4.0,5.0,5.8.4,9+,Shopping,828.88,0.0,6.2529920230648e-05,0.75,0.020895889139976486
721056768,2.99,5606,44,3.5,4.0,2.1.4,9+,Games,7041.57,0.011960478419136767,0.0018510201117739134,0.625,0.17894494381340867
54148397,0.0,12002,759,4.5,3.5,1.0.9,4+,Games,528.792939453125,0.0,0.0040012425300278084,0.875,0.013261760245864179
1428322304,2.99,2183,64,4.5,4.0,1.4.3,17+,Games,13948.46,0.011960478419136767,0.0007002678701098912,0.875,0.35465424771129866
191521792,0.0,208,0,5.0,0.0,6.7.4,4+,Lifestyle,1870.33,0.0,3.6307695617795614e-05,1.0,0.047390078933712526
87960576,0.0,9519,3,3.5,4.0,3.9.21,4+,Food & Drink,858.99,0.0,0.0031665017131853415,0.625,0.021661878918352206
84792320,0.0,79905,324,4.5,4.5,8.19.2,12+,Photo & Video,828.05,0.0,0.026829033784983136,0.875,0.02087477417763667
156038144,0.0,706110,97,4.5,4.0,1.72.1,9+,Games,1523.81,0.0,0.23734811280666557,0.875,0.03857470935540785
107940864,0.0,248,9,3.5,3.0,6.0.1,4+,Utilities,1054.11,0.0,4.9754990291053246e-05,0.625,0.02662567584816523
74442752,0.0,1007,3,5.0,2.5,3.762,12+,Games,726.98,0.0,0.0003049174067161169,1.0,0.018303582317775034
207154176,9.99,9889,262,4.5,4.5,4.1.1,4+,Productivity,2022.99,0.03996159846393856,0.0032908891889129746,0.875,0.05127370562141884
42811392,2.99,1589,60,4.5,4.5,1.1.3,4+,Games,418.08,0.011960478419136767,0.0005005755442120154,0.875,0.01044525476745091
120474624,0.0,4909,479,4.5,5.0,4.6.3,4+,Photo & Video,1176.51,0.0,0.001616701002092399,0.875,0.029739496800446463
2441125888,9.99,1454,102,4.0,4.0,1.3.1,12+,Games,23839.12,0.03996159846393856,0.00045519092468977095,0.75,0.6062698060437326
104166400,1.99,279,21,4.5,4.5,1.0.5,4+,Games,1017.25,0.007960318412736509,6.017664366282791e-05,0.875,0.02568796800256812
36770816,0.0,3287,88,4.0,4.0,7.1.4,17+,Entertainment,359.09,0.0,0.001071413203091802,0.75,0.00894456605850426
21049015,0.99,2144,1700,4.5,4.5,1.3.3,4+,Games,205.556787109375,0.003960158406336254,0.0006871567578034651,0.875,0.0050387250848941
37417984,0.99,1348,2,4.5,3.0,2.0,4+,Education,365.41,0.003960158406336254,0.0004195555938056382,0.875,0.009105345048850806
78962688,0.99,3189,1459,4.5,4.5,1.3.2.0,4+,Games,771.12,0.003960158406336254,0.001038467331142321,0.875,0.019426491278834623
77113344,0.0,3978,58,4.5,5.0,14.0.4,4+,Photo & Video,753.06,0.0,0.0013037152185723278,0.875,0.018967050050091167
96497664,0.99,22281,49,4.5,4.0,1.3.3,4+,Games,942.36,0.003960158406336254,0.007456861078688189,0.875,0.023782787846388858
96586752,0.0,275,0,5.0,0.0,6.3.1,17+,Entertainment,943.23,0.0,5.883191419550214e-05,1.0,0.02380492039727517
151254016,0.0,70926,927,4.5,4.5,2.1,4+,Games,1477.09,0.0,0.02381045231320363,0.875,0.037386165933099194
401727488,4.99,1339,459,4.0,4.0,1.2,4+,Games,3923.12,0.01996079843193728,0.00041652995250415526,0.75,0.09961246874280888
20826112,3.99,10014,514,4.0,4.5,5.2.9,4+,Weather,203.38,0.01596063842553702,0.0033329119847669048,0.75,0.004983348244127535
27192320,9.99,128,4,4.0,3.0,1.6.2,4+,Productivity,265.55,0.03996159846393856,9.413106271280343e-06,0.75,0.0065649352425207076
3409920,2.99,346,14,4.0,4.0,2.12,4+,Photo & Video,33.3,0.011960478419136767,8.270086224053446e-05,0.75,0.0006565617444217163
61468672,2.99,1478,72,4.5,4.5,2.3.1,12+,Games,600.28,0.011960478419136767,0.0004632593014937255,0.875,0.01508037059674536
157290496,4.99,2125,561,4.5,4.5,1.4.1,4+,Games,1536.04,0.01996079843193728,0.0006807692928336677,0.875,0.03888583705349934
224559104,2.99,734,23,4.0,4.5,11.2.3,9+,Games,2192.96,0.011960478419136767,0.00021313962057113354,0.75,0.055597693752621795
72188928,0.0,8520,49,4.5,4.5,7.5.8,4+,Photo & Video,704.97,0.0,0.002830655528720732,0.875,0.017743654220064985
55636992,0.0,1952,29,4.5,4.5,4.39,4+,Photo & Video,543.33,0.0,0.0006226097433718284,0.875,0.013631578903670064
112790528,0.0,26060,0,5.0,0.0,2.11.3,4+,Photo & Video,1101.47,0.0,0.008727294242944205,1.0,0.02783050068721784
85724160,0.0,2478,109,4.5,4.0,1.35,12+,Shopping,837.15,0.0,0.0007994416683251663,0.875,0.021106275571964768
211127296,0.0,426,14,4.5,5.0,6.0.0,17+,Shopping,2061.79,0.0,0.0001095954515870497,0.875,0.05226076651152107
68831232,0.0,373,8,4.5,5.0,2.282,12+,News,672.18,0.0,9.177778614498335e-05,0.875,0.016909486009073958
49426432,2.99,2798,277,4.0,4.5,7.5,4+,Productivity,482.68,0.011960478419136767,0.0009070200257112274,0.75,0.012088660270043784
42329088,0.0,691,1,3.5,5.0,1.7.6,17+,Utilities,413.37,0.0,0.00019868377879738157,0.625,0.010325433716100871
215178240,2.99,571,28,4.5,4.5,5.5,12+,Medical,2101.35,0.011960478419136767,0.00015834189477760866,0.875,0.05326716158400673
1222732800,0.0,47382,50,4.0,4.5,5.9.3,4+,Games,11940.75,0.0,0.015895374668524188,0.75,0.30357868019410456
58088448,0.99,416,7,4.0,3.5,1.4,12+,Games,567.27,0.003960158406336254,0.00010623362791873532,0.75,0.0142406056487486
95494144,0.0,101679,181,5.0,5.0,4.11.1,4+,Finance,932.56,0.0,0.03414906864037093,1.0,0.02353347865249706
171482112,0.0,41108,258,4.5,4.5,2.0,4+,Games,1674.63,0.0,0.013786166499023726,0.875,0.04241152696997529
111136768,1.99,1127,25,4.0,4.5,1.3.6,12+,Games,1085.32,0.007960318412736509,0.0003452592907358898,0.75,0.02741964931156962
133086208,0.0,18544,14,4.5,4.5,4.25,4+,Shopping,1299.67,0.0,0.006200547573839095,0.875,0.03287265193511115
37157888,8.99,248,20,4.0,4.5,3.5.1,17+,Food & Drink,362.87,0.035961438457538304,4.9754990291053246e-05,0.75,0.009040728176148238
81991680,2.99,1397,25,4.0,3.5,1.0.5,4+,Education,800.7,0.011960478419136767,0.00043602852978037883,0.75,0.020178998008969256
323621888,2.99,3107,110,4.5,3.5,1.0.6,4+,Education,3160.37,0.011960478419136767,0.0010109003770621427,0.875,0.08020832714679163
240521216,0.0,130519,1445,4.5,5.0,2.0.8,4+,Games,2348.84,0.0,0.043844568099789684,0.875,0.05956323631832113
74172416,0.0,8454,26,4.5,5.0,3.2.2,4+,Photo & Video,724.34,0.0,0.002808467492509857,0.875,0.018236421473706223
153064448,0.0,1114,34,4.5,4.5,8.70,4+,Productivity,1494.77,0.0,0.00034088891996708105,0.875,0.03783594007065093
68812800,0.0,777,0,4.5,0.0,2.8.0,12+,Games,672.0,0.0,0.0002275954623448855,0.875,0.016904906860614723
76591104,0.0,69610,69,4.5,4.0,7.4.0,12+,Games,747.96,0.0,0.023368036318453453,0.875,0.018837307510412783
56189952,6.99,14469,81,4.0,4.0,3.1.5,4+,Productivity,548.73,0.027961118444737792,0.004830604429000973,0.75,0.013768953357447176
63563776,0.0,308,11,4.0,5.0,5.1.3,4+,Productivity,620.74,0.0,6.99259323009397e-05,0.75,0.015600867138278645
117131264,0.0,9796,60,4.5,4.5,7.10.1,4+,Education,1143.86,0.0,0.0032596242287976506,0.875,0.028908890149368177
120731648,0.0,456,1,4.5,5.0,7.3.0,17+,Health & Fitness,1179.02,0.0,0.00011968092259199293,0.875,0.02980335048173916
36002816,1.99,4243,48,4.0,4.5,5.3.5,4+,Utilities,351.59,0.007960318412736509,0.0013928035457826595,0.75,0.008753768206036046
52942848,0.0,160,3,4.0,5.0,4.0.8,4+,Photo & Video,517.02,0.0,2.017094200988645e-05,0.75,0.012962260037211574
75843584,0.0,1057,1,4.0,2.0,9.8.5,4+,Education,740.66,0.0,0.00032172652505768894,0.75,0.018651597600677056
71257088,0.0,18202,514,4.0,3.5,2.3.5,12+,Music,695.87,0.0,0.006085573204382742,0.75,0.017512152825736888
829148559,6.99,17895,10970,4.5,4.0,1.0.3,12+,Games,8097.153896484375,0.027961118444737792,0.00598236521776549,0.875,0.2057986958866416
130115584,1.99,27593,386,4.0,4.0,1.6,4+,Games,1270.66,0.007960318412736509,0.009242661811296803,0.75,0.0321346458417641
61694976,4.99,875,51,3.0,4.0,4.7.0,4+,Utilities,602.49,0.01996079843193728,0.0002605413342943667,0.5,0.015136592363939327
1043664896,6.99,708,59,4.0,4.0,1.1.1,12+,Games,10192.04,0.027961118444737792,0.00020439887903351607,0.75,0.2590919985154794
26597376,9.99,183,14,5.0,5.0,2.4.2,4+,Photo & Video,259.74,0.03996159846393856,2.7903136447009596e-05,1.0,0.006417130506141998
111604736,0.0,12251,93,4.0,4.0,2.1,4+,Games,1089.89,0.0,0.004084951939368838,0.75,0.02753590880300692
47083520,2.99,712,53,3.5,2.0,3.0,4+,Education,459.8,0.011960478419136767,0.00020574360850084182,0.625,0.01150659962144742
84864000,0.0,26286,2,4.5,3.5,7.0.57,12+,Music,828.75,0.0,0.00880327145784811,0.875,0.02089258197720037
58839040,0.0,2249,495,4.5,4.5,2.5.4,4+,Shopping,574.6,0.0,0.0007224559063207664,0.875,0.0144270787498942
95603712,0.99,143285,406,4.5,4.5,1.14.1,12+,Games,933.63,0.003960158406336254,0.04813627219475986,0.875,0.02356069914611586
41779200,0.99,295,133,4.5,4.5,1.22,4+,Games,408.0,0.003960158406336254,6.555556153213097e-05,0.875,0.01018882245373363
53489664,0.99,1151,129,4.0,4.0,2.0,4+,Entertainment,522.36,0.003960158406336254,0.0003533276675398444,0.75,0.013098108108168941
55357440,2.99,2286,1060,4.0,4.5,2.0,4+,Entertainment,540.6,0.011960478419136767,0.0007348946538935296,0.75,0.013562128485371635
303058944,0.99,4337,398,4.0,4.0,1.0.7,4+,Entertainment,2959.56,0.003960158406336254,0.001424404688264815,0.75,0.07509977824623938
20669440,0.0,373857,3428,4.5,4.5,2.9,4+,Games,201.85,0.0,0.12565051287981885,0.875,0.00494442548222402
73878528,0.0,2099,4,4.0,3.5,3.1.2,4+,Photo & Video,721.47,0.0,0.0006720285512960502,0.75,0.018163409495495053
26501120,2.99,2516,994,4.5,5.0,3.8.3,12+,Weather,258.8,0.011960478419136767,0.0008122165982647611,0.875,0.0063932171752993155
80380928,7.99,319,13,4.0,4.5,1.2.10,4+,Business,784.97,0.031961278451138046,7.362393833608555e-05,0.75,0.019778831313059256
38629376,1.99,1164,76,5.0,4.5,1.60,4+,Games,377.24,0.007960318412736509,0.0003576980383086531,1.0,0.009406296861477334
143166464,0.0,16819,348,5.0,5.0,5.4.1,4+,Health & Fitness,1398.11,0.0,0.005620632991054859,1.0,0.0353769373480406
89068544,2.99,14214,11,5.0,3.5,1.9.177609,9+,Games,869.81,0.011960478419136767,0.004744877925458956,1.0,0.02193713662017968
36269056,0.0,39501,741,4.5,5.0,4.6.1,12+,Photo & Video,354.19,0.0,0.0132459214355256,0.875,0.00881991146155836
29992960,0.0,203,84,4.0,4.5,4.1,4+,Weather,292.9,0.0,3.4626783783638405e-05,0.75,0.007260711411188124
150128640,9.99,210,2,3.0,2.0,3.8.4,4+,Productivity,1466.1,0.03996159846393856,3.698006035145849e-05,0.5,0.0371065834799491
126416896,2.99,24314,123,4.5,3.5,1.7.7.78,4+,Games,1234.54,0.011960478419136767,0.00814031983045651,0.875,0.031215763384277184
29258752,1.99,12770,18,4.5,3.5,8.0.5,9+,Games,285.73,0.007960318412736509,0.004259430587754355,0.875,0.007078308664228513
108229632,0.0,428,0,4.5,0.0,6.1.5,17+,News,1056.93,0.0,0.00011026781632071261,0.875,0.026697415840693278
68317184,1.99,8568,1902,4.5,4.5,1.3.1,4+,Games,667.16,0.007960318412736509,0.0028467922823286413,0.875,0.016781778646488568
66832384,0.99,8404,79,4.5,4.5,2.6.5,4+,Games,652.66,0.003960158406336254,0.002791658374168285,0.875,0.016412902798383356
157950976,0.0,46922,414,4.5,4.5,4.33.3,4+,Travel,1542.49,0.0,0.015740730779781723,0.875,0.039049923206622005
56814592,0.0,1341,266,4.5,4.5,3.7.3,12+,Medical,554.83,0.0,0.00041720231723781814,0.875,0.01392413561078799
116476928,0.0,2130805,579,4.5,4.5,9.24.12,9+,Games,1137.47,0.0,0.7163054499195852,0.875,0.028746330379065262
94023680,1.99,298,20,5.0,5.0,1.4.2,4+,Entertainment,918.2,0.007960318412736509,6.656410863262528e-05,1.0,0.023168164364304588
115895296,0.0,31311,83,4.5,4.5,3.6.3,4+,Games,1131.79,0.0,0.0104925878511761,0.875,0.028601832805462666
28716032,1.99,397,5,2.5,3.0,6.1.82,17+,Health & Fitness,280.43,0.007960318412736509,9.984616294893795e-05,0.375,0.006943478181817642
132038656,0.0,21082,37,3.5,3.5,5.7.0,4+,Entertainment,1289.44,0.0,0.007053778420857292,0.625,0.03261240366434451
113905664,0.0,8077,29,3.0,2.0,5.7.0,4+,Entertainment,1112.36,0.0,0.002681726740214404,0.5,0.028107539169001685
109049856,0.0,5703,13,3.5,3.0,5.7.0,4+,Entertainment,1064.94,0.0,0.0018836298013565633,0.625,0.02690118794712933
151613440,2.99,2798,529,3.5,4.0,1.2.4,9+,Games,1480.6,0.011960478419136767,0.0009070200257112274,0.625,0.037475459328054316
93207552,0.0,39436,6,2.5,1.5,4.12,4+,Entertainment,910.23,0.0,0.013224069581681557,0.375,0.022965409846415034
187506688,4.99,1000,15,4.5,4.5,2.02,4+,Games,1831.12,0.01996079843193728,0.0003025641301482968,0.875,0.04639258776100871
48428032,0.0,141960,579,4.5,4.5,3.20.6,12+,Shopping,472.93,0.0,0.0476908305587082,0.875,0.011840623061835106
88022016,1.99,12319,0,4.5,0.0,5.5.0,4+,Photo & Video,859.59,0.007960318412736509,0.004107812340313375,0.875,0.021677142746549662
94266368,0.0,93781,0,4.5,0.0,5.5.0,4+,Photo & Video,920.57,0.0,0.03149390030713621,0.875,0.023228456485684546
144196155,0.0,69624,58269,4.5,4.5,1.11,12+,Games,1408.165576171875,0.0,0.023372742871589094,0.875,0.03563274832656384
79683584,0.0,20065,113,4.5,4.0,2.4.2,4+,Entertainment,778.16,0.0,0.006711880953789716,0.875,0.01960558686301812
10240000,1.99,350,170,3.5,3.5,3.0.1,4+,Sports,100.0,0.007960318412736509,8.404559170786021e-05,0.625,0.0023533906457056893
411227136,1.99,360,4,4.5,5.0,1.3.1,4+,Games,4015.89,0.007960318412736509,8.740741537617462e-05,0.875,0.10197251097927236
53772288,0.99,9119,1541,5.0,4.5,1.1.0,9+,Games,525.12,0.003960158406336254,0.0030320287664527654,1.0,0.013168321717877244
245444608,2.99,3389,203,4.5,4.5,2.0.4,12+,Games,2396.92,0.011960478419136767,0.001105703804508609,0.875,0.060786377751210686
65789952,0.0,12508,810,4.0,4.0,3.2.8,4+,Lifestyle,642.48,0.0,0.004171350807644518,0.75,0.016153926513299836
301228032,0.0,78918,4345,4.5,4.5,1.9.0,17+,Games,2941.68,0.0,0.026497221788920507,0.875,0.07464491616595517
107032576,0.0,65201,148,4.5,4.0,3.5.0,4+,Games,1045.24,0.0,0.02188580826309363,0.875,0.026400025587979492
260106240,0.0,26259,38,4.5,3.5,2.3.3,4+,Games,2540.1,0.0,0.008794194533943662,0.875,0.06442883595339717
21434368,0.0,3711,525,4.5,4.5,1.23,4+,Photo & Video,209.32,0.0,0.0012139545266283331,0.875,0.0051344601432823595
53814272,6.99,112,9,3.5,3.5,8.0.0,12+,Health & Fitness,525.53,0.027961118444737792,4.03418840197729e-06,0.625,0.01317875200047884
210245632,0.99,9453,11,4.5,4.5,1.2.1,4+,Games,2053.18,0.003960158406336254,0.0031443136769744666,0.875,0.05204173057688756
53230592,0.0,1571,9,3.5,1.5,3.0,12+,Photo & Video,519.83,0.0,0.0004945242616090495,0.625,0.013033745632602997
59056128,1.99,1775,161,3.5,3.5,1.6.1,4+,Games,576.72,0.007960318412736509,0.0005631054644426634,0.625,0.014481010942858547
189151232,0.0,122081,49,4.5,4.0,1.9,4+,Games,1847.18,0.0,0.04100786128846599,0.875,0.04680114956242731
417707008,2.99,372,24,4.0,4.0,1.7,4+,Education,4079.17,0.011960478419136767,9.144160377815191e-05,0.75,0.10358233605983083
45790208,0.0,809,4,2.5,3.0,3.0,12+,Sports,447.17,0.0,0.0002383532980834916,0.375,0.011185296037890952
123987968,1.99,239,2,4.0,5.0,3.4.1,4+,Photo & Video,1210.82,0.007960318412736509,4.672934898957028e-05,0.75,0.030612333376204382
36912128,0.99,138,0,3.5,0.0,2.1.0,4+,Sports,360.47,0.003960158406336254,1.2774929939594754e-05,0.625,0.00897967286335841
49332224,0.0,403,5,2.5,1.0,4.45,4+,Entertainment,481.76,0.0,0.00010186325714992658,0.375,0.01206525573347435
222380032,2.99,21325,195,4.5,4.5,3.3.3,9+,Games,2171.68,0.011960478419136767,0.007135470735997332,0.875,0.05505633664588532
41123840,0.0,9975,15,4.5,3.0,2.7.3,12+,Music,401.6,0.0,0.0033198008724604783,0.875,0.01002600828629409
320535552,0.0,83784,358,4.5,4.5,4.8,12+,Games,3130.23,0.0,0.028133085185922297,0.875,0.07944157417700604
171828224,0.0,32492,2346,4.5,4.5,2.5,12+,Games,1678.01,0.0,0.010889619226404032,0.875,0.0424975132021543
50043904,0.0,7496,79,4.5,4.5,3.1,4+,Health & Fitness,488.71,0.0,0.002486404785085337,0.875,0.012242061743428225
109300736,0.0,16221,165,4.5,4.5,4.3.1,4+,Photo & Video,1067.39,0.0,0.005419595935689658,0.875,0.02696351524560228
95385600,0.0,55750,163,3.5,3.0,58.0.3029.113,17+,Utilities,931.5,0.0,0.018708548714169684,0.625,0.023506512556014887
580818944,2.99,1678,4,4.5,5.0,1.2.1,9+,Games,5672.06,0.011960478419136767,0.0005304957748600137,0.875,0.14410500155557637
104803328,2.99,7573,884,4.5,4.5,3.1,4+,Health & Fitness,1023.47,0.011960478419136767,0.0025122908273313574,0.875,0.025846203021548424
384385024,2.99,2228,252,4.0,4.0,1.1.4,4+,Games,3753.76,0.011960478419136767,0.0007153960766173061,0.75,0.09530399883694
60891136,0.99,121,42,4.0,4.0,3.1,4+,Education,594.64,0.003960158406336254,7.059829703460255e-06,0.75,0.014936890611689265
22585344,2.99,2079,760,4.5,4.5,2.52,4+,Photo & Video,220.56,0.011960478419136767,0.0006653049039594214,0.875,0.005420402524848054
131464192,0.0,68911,2137,4.0,4.0,3.3.3,9+,Games,1283.83,0.0,0.023133044844038275,0.75,0.03246968687069828
177562624,4.99,443,12,4.5,4.0,1.8,9+,Games,1734.01,0.01996079843193728,0.00011531055182318423,0.875,0.04392213716725029
72673280,0.0,684,0,4.0,0.0,5.9,4+,Education,709.7,0.0,0.00019633050222956147,0.75,0.017863984065688274
85463040,4.99,2089,278,4.0,5.0,1.8.5,4+,Games,834.6,0.01996079843193728,0.0006686667276277358,0.75,0.021041404302125578
1281059840,4.99,14247,320,4.5,4.5,1.4,12+,Games,12510.35,0.01996079843193728,0.004755971943564394,0.875,0.31806914109622375
78690304,2.99,25517,273,4.5,4.0,1.3.6,9+,Games,768.46,0.011960478419136767,0.008544747217754733,0.875,0.019358821640492564
108107776,0.0,113959,707,4.5,4.5,10.3.1,12+,Games,1055.74,0.0,0.038277388105061025,0.875,0.02666714258143499
83532800,0.0,287,0,4.5,0.0,5.2.0,17+,Entertainment,815.75,0.0,6.286610259747944e-05,0.875,0.020561865699588802
109510656,0.0,1566,402,3.5,3.5,1.9.13,4+,Education,1069.44,0.0,0.0004928433497748923,0.625,0.027015666658610257
79953920,0.0,90414,44,5.0,4.0,8.3.0,12+,Social Networking,780.8,0.0,0.03036197427801475,1.0,0.01967274770708693
5086208,0.99,126,4,3.0,1.5,3.22,4+,Sports,49.67,0.003960158406336254,8.740741537617458e-06,0.5,0.0010730098570756689
20605952,3.99,1158,4,4.5,5.0,1.1.7,4+,Business,201.23,0.01596063842553702,0.0003556809441076644,0.875,0.004928652859753314
47127849,0.99,1087,895,4.5,4.5,1.02,9+,Games,460.232900390625,0.003960158406336254,0.00033181199606263217,0.875,0.011517612483429274
2023336960,4.99,7315,161,4.0,3.0,1.0.54,4+,Games,19759.15,0.01996079843193728,0.002425555776688846,0.75,0.5024765374924346
28681216,2.99,12181,76,4.5,4.5,2.2,4+,Games,280.09,0.011960478419136767,0.004061419173690637,0.875,0.006934828679172416
106917888,0.0,21432,269,4.5,4.5,1.7.3,9+,Games,1044.12,0.0,0.007171442249248296,0.875,0.026371533108677573
32719872,2.99,222,1,3.5,3.0,2.1,4+,News,319.53,0.011960478419136767,4.101424875343579e-05,0.625,0.007938170986018593
1433910272,0.0,168674,252,4.0,4.5,1.25.2500,4+,Games,14003.03,0.0,0.05667160630624331,0.75,0.3560424928858574
34965504,1.99,1565,1,4.5,5.0,1.5.2,4+,Games,341.46,0.007960318412736509,0.0004925071674080608,0.875,0.008496063906635647
129395712,0.0,47172,28,2.5,2.5,5.4,4+,Sports,1263.63,0.0,0.015824776371489584,0.375,0.03195580465471723
12316672,0.99,321,112,4.5,4.5,1.4,17+,Productivity,120.28,0.003960158406336254,7.429630306974842e-05,0.875,0.002869308038779737
87569408,4.99,1155,10,4.0,5.0,4.0,4+,Travel,855.17,0.01996079843193728,0.00035467239700717014,0.75,0.02156469921216173
19643392,0.0,7131,17,4.0,4.5,4.98.98,12+,Games,191.83,0.0,0.002363698221191861,0.75,0.004689519551326488
35957760,2.99,1810,15,4.5,4.0,4.5,4+,Photo & Video,351.15,0.011960478419136767,0.0005748718472817639,0.875,0.008742574732024578
86776832,0.0,416736,19076,4.5,4.5,3.9.1,4+,Games,847.43,0.0,0.14006567658718422,0.875,0.021367795828414533
112073728,0.0,40531,10,4.5,4.5,6.1.80,4+,Photo & Video,1094.47,0.0,0.013592189273361985,0.875,0.02765242269158084
34676736,0.99,249,1,3.0,2.0,3.6.0,17+,Productivity,338.64,0.003960158406336254,5.0091172657884685e-05,0.5,0.0084243239141076
124673024,0.0,278166,0,2.5,0.0,12.21,17+,Photo & Video,1217.51,0.0,0.09348088601535143,0.375,0.03078252506060603
52582400,0.0,22729,997,5.0,5.0,6.80,4+,Shopping,513.5,0.0,0.007607470779028675,1.0,0.012872712245119825
44860416,2.99,313,16,4.5,4.5,4.0,4+,Music,438.09,0.011960478419136767,7.16068441350969e-05,0.875,0.010954303437836101
26227712,0.0,594,10,2.5,3.5,1.6.9,4+,Education,256.13,0.0,0.0001660740892147318,0.375,0.006325293139820632
2664228864,17.99,2760,187,4.5,5.0,1.2.4,9+,Games,26017.86,0.0719628785151406,0.0008942450957716326,0.875,0.6616963277886118
260040704,0.0,19018,81,4.5,4.5,2.3.3,4+,Games,2539.46,0.0,0.006359898015717198,0.875,0.06441255453665322
69435392,0.0,43667,1109,4.0,4.5,4.4.1,12+,Entertainment,678.08,0.0,0.014646457175745383,0.75,0.017059580319682285
45243392,0.99,1335,9,4.5,4.5,1.1.1,4+,Photo & Video,441.83,0.003960158406336254,0.0004151852230368295,0.875,0.011049447966933584
54710272,0.0,1158,5,4.0,3.0,3.4,4+,Weather,534.28,0.0,0.0003556809441076644,0.75,0.013401349495025087
1131319296,2.99,117,7,4.0,2.5,2.0,4+,Book,11048.04,0.011960478419136767,5.715100236134492e-06,0.75,0.2808683934105181
177914880,5.99,1815,6,4.0,4.5,4.1,4+,Games,1737.45,0.023960958438337534,0.000576552759115921,0.75,0.04400964978224904
95381504,0.0,16683,23,4.5,4.0,2.11,4+,Education,931.46,0.0,0.005574912189165783,0.875,0.02350549496746839
151453696,1.99,1135,213,4.5,5.0,1.30,4+,Games,1479.04,0.007960318412736509,0.0003479487496705413,0.875,0.037435773374740924
147821568,3.99,242,1,3.0,2.0,3.3,4+,Education,1443.57,0.01596063842553702,4.77378960900646e-05,0.5,0.03653342673113459
46732288,0.0,9095,411,4.5,4.5,5.0.4,4+,Photo & Video,456.37,0.0,0.0030239603896488106,0.875,0.011419341403585291
236914688,0.0,56852,6,4.5,3.0,2.4.11,12+,Games,2313.62,0.0,0.019079021682417933,0.875,0.058667249603130404
53692416,2.99,1504,40,4.5,4.5,3.1,4+,Games,524.34,0.011960478419136767,0.00047200004303134295,0.875,0.013148478741220548
132160512,0.0,22458,369,4.5,4.5,2.4.1,4+,Games,1290.63,0.0,0.007516365357617355,0.875,0.032642676923602794
95711232,0.0,28606,955,4.5,4.5,4.1.5,4+,Music,934.68,0.0,0.009583214548897052,0.875,0.02358741084546141
114601984,0.0,2434,7,4.5,5.0,7.1.1,12+,Productivity,1119.16,0.0,0.000784649644184583,0.875,0.028280529221906197
274991104,0.0,18971,36,4.0,4.0,3.11.25,12+,Games,2685.46,0.0,0.00634409744447612,0.75,0.06812675273136777
25939813,0.99,3069,1315,4.5,4.5,1.4,9+,Games,253.318486328125,0.003960158406336254,0.000998125447122548,0.875,0.00625376903705013
126720000,0.0,143040,114,3.5,4.0,7.5.1,17+,Lifestyle,1237.5,0.0,0.048053907514886154,0.625,0.031291064936717974
61317120,0.0,2731,48,4.5,4.5,3.3,4+,Shopping,598.8,0.0,0.0008844958071335208,0.875,0.015042719820524967
22982656,0.99,45574,34080,4.5,4.5,2.0,12+,Games,224.44,0.003960158406336254,0.015287556949292942,0.875,0.005519108613858277
